AllChhakka.tw,Travel & Local,5000,3,Free,\N
AlligatorCallPackage.Pkg,Game,500,3.7,CN￥6.51 Buy,Matt Folsom
AmaxSoftware.bubblelevel,Tools,1000,4,Free,LeXus22
Amisut.x1.x0,Health & Fitness,50,4.2,Free,iHedge Greenland ApS
AmplifyMobile.goamplify.com,Finance,10000,3,Free,Amplify Credit Union
Analysis.Roulette.Strategy,Productivity,1000,3.3,Free,Seyoon Yoon
AnantApps.Moodlytics,Health & Fitness,50000,3.7,Free,AnantApps by Avinashi
AndWer.AndLife.com,Medical,1000,4.1,Free,Andwer
AndreasJohnsen.GuitarDroidTuner,Music & Audio,10000,3.4,Free,Andreas Johnsen Sandvik
Andrew.Compass.com,Tools,500000,3.7,Free,Andrew Android Apps
Andriod.DrawFile.Free,Tools,1000,5,Free,IO Studio
Android.Christmas.Radio,Music & Audio,10000,4,Free,Free Android Appy
Android.ComicData,Tools,10000,4.3,Free,三浦 健一郎 (Kenichiro Miura)
Android.GPSMapPkg,Video Players & Editors,100,2.5,Free,Romain Raveaux
Android.LOTO,Entertainment,1000,3.6,Free,miyabeeee
Android.LosVerbos,Travel & Local,5000,3.8,Free,Kappus
Android.NumberCalc,Game,500,4,Free,miyabeeee
Android.OTPmodule,Finance,1000,4.8,Free,GrapeCity Mongolia LLC
Android.Page,Libraries & Demo,100,4.2,Free,HKC Technology Ltd.
Android.PalmReader4Droid,Lifestyle,100,2.2,CN￥6.51 Buy,Mobile Bots
Android.Resultsman.ResultsmanTouch,Game,100,4.4,Free,Roger Warren
Android.WeightLogNoAd,Health & Fitness,500,4.4,CN￥13.14 Buy,Anton Gladyshev
Android.WirelessPassword,Tools,500000,3.6,Free,Osama Abukmail
Android.app,Education,1000,3.7,Free,mahim
AndroidApp.First.QuickCricketScore,Game,10000,4.2,Free,PocketAces Developers
AndroidApplication2.AndroidApplication2,Game,50,4.2,Free,MOBILE SOLUTIONS DEV
AndroidAssessor.AndroidAssessor,Maps & Navigation,50,5,Free,World Wide Applications
AndroidRoll.Roll,Casual,500,4.5,Free,James Cobb
Anforen.FunSleep,Health & Fitness,100000,4,Free,云幕应用工场（中国）
Angel.birth.jp,Tools,100,1,Free,licksjp
Angel.birth_standard.jp,Tools,50,\N,CN￥20.23 Buy,licksjp
Animato.Eained,Books & Reference,50000,4.3,Free,Animato
Animato.Paev,Books & Reference,50000,4.1,Free,Animato
Animato.TicTacToe,Game,50000,3.4,Free,Animato
Anna.CocktailsFREE,Lifestyle,10000,4.2,Free,ALD
Anna.Shopping2,Shopping,500,4,Free,ALD
App.DynamicWoman,Health & Fitness,100,3.5,CN￥8.81 Buy,Dynamic Woman
App.Igor.Blondinenwitze,Entertainment,10000,2.8,Free,uincom
App.Igor.Julian.Opener,Entertainment,100000,3.5,Free,uincom
App.ia.j.smartref,Lifestyle,1000,5,Free,Lee K.H
AppCube.Codigos,Books & Reference,10,3.5,CN￥71.16 Buy,Appcube ltd
AppGalax.SHC,Tools,50000,4,Free,AppGalax
AppZappy.NIRailAndBus,Maps & Navigation,10000,3.4,Free,AppZappy
Appfire.International.MyVault,Tools,1000,3.2,Free,火
Apprica.Apps.PunchIt,Entertainment,10000,3.4,Free,Thumbtom
Apprica.Apps.Rugby,Game,1000,2.6,Free,Thumbtom
AppsLabz.IndianTax,Finance,50000,3.8,Free,appslabz
Aqua.Carbon.Keyboard,Personalization,100,4,CN￥5.50 Buy,Alessandro Vuono
Aqua.Foggy.Keyboard,Personalization,100,5,CN￥5.50 Buy,Alessandro Vuono
Ara.Tecnologia.GeoSport,Game,10000,4.4,Free,Comblue
ArgosINDK.Mobile,Education,5000,3.1,Free,Infotech
ArgosPTUL.Mobile,Education,1000,4.3,Free,Infotech
ArjunArora.lordkrishnalwplwp,Social,10000,4.4,Free,Arjun Arora
Arluck.atd.dev,Entertainment,50000,3.3,Free,ATD
Ashes2010_androidmkp.indvseng,Game,100000,4,Free,Zapak Mobile Games Pvt. Ltd
Asian.Beast.Divination,Casual,100,5,Free,KSK
Aspirus.PocketRx,Lifestyle,100,4.7,Free,Praeses Business Technologies
Astegiudiziarie.pck,News & Magazines,100000,3.4,Free,Inlinea Srl
Atbs.OBDII2Bt.Dj,Maps & Navigation,1000,3.6,Free,ATBS Technology Co.
Atbs.iTpms,Maps & Navigation,10000,3.5,Free,ATBS Technology Co.
AtelierMitsuyama.TohoWifiWidgetBeta,Tools,100000,4.5,Free,アトリエみつやま
Atlas.Andriod,Tools,100,3.8,Free,Shan Kamalakanth
Atomix.apk,Game,100,2.5,CN￥4.39 Buy,Cyberdreams
AtomixGalaxyS3.apk,Game,50,\N,CN￥4.39 Buy,Cyberdreams
AuberCat.Colors,Personalization,50,4.8,CN￥5.02 Buy,AuberCat
AuberCat.StarRunner,Game,1,5,CN￥5.29 Buy,AuberCat
AuberCat.StarRunnerDemo,Game,1000,3.2,Free,AuberCat
Aura.demo.android.AURA7CHAP000,Comics,500,4.8,Free,COMIC SHAKE
AutoLoanCalculatorPRO.DPsoftware.org,Finance,5000,2.2,Free,Davide Perini
AutoLoanCalculatorPRO_Market.DPsoftware.org,Finance,100,5,CN￥23.50 Buy,Davide Perini
Automanager.Mobile,Business,5000,4.3,Free,"AutoManager, Inc."
AutomateIt.mainPackage,Productivity,1000000,4.2,Free,SmarterApps Ltd
AutomateItPro.mainPackage,Productivity,50000,4.1,CN￥22.49 Buy,SmarterApps Ltd
AvanteSales.AvanteSales,Business,10000,3,Free,Flag IntelliWan
AyekaIsrael.pack,Travel & Local,1000,4.2,Free,Ayeka Israel LTD
Ayuda.Splash,Tools,10000,3.2,Free,Ayuda Media Systems
AzureNightwalker.ContactList,Tools,50000,3.5,Free,AN-Droid Productions
B4A.Agroid_software,Tools,50000,3.9,Free,Gaia Consulting
B4A.BigFivePersonalityTest,Education,1000000,3.6,Free,MySkillsProfile Limited
B4A.EmotionalIntelligenceTest2,Education,50000,3.7,Free,MySkillsProfile Limited
B4A.FBShooter,Game,500,3,Free,FBDev
B4A.Mary4Travel,Travel & Local,1,\N,Free,PAB Software
B4A.Math_Race,Game,5,\N,CN￥6.51 Buy,PAB Software
B4A.Math_Race_FREE,Game,1000,3.5,Free,PAB Software
B4A.MyFirsProgram,Education,500,5,Free,intuivo
B4A.PearsonSquare,Business,1000,3.1,Free,Dr. Michael Stachiw
B4A.W2A.TenderINTL,Shopping,100,\N,Free,Rough Ideas
B4B.DiaryCard,Medical,1000,4.1,Free,Gavin Donaldson
B8L273GXTX.genweb.metro,Tools,50,5,Free,Generation Web
BALLSOFSTEEL.pac,Game,100,3,Free,Double Hash LLC
BBright.BBCarom.cocos2dx,Game,1000,3.5,CN￥7.57 Buy,BBright
BCGE.Balloean.Demo,Game,1000,3.7,Free,Black Citadel Entertainment
BKE.blom.com,Game,10000,3.3,Free,Hans Blom
BLIP.BeatTheClownBeta,Casual,50000,3.2,Free,BLiP Entertainment
BLIP.BeatTheClownFull,Casual,1,\N,CN￥6.51 Buy,BLiP Entertainment
BLiP.TimeTracker,Productivity,500,4,Free,BLiP Entertainment
BMI.Calculator,Health & Fitness,500,5,Free,Brandon Jabr
BMTech.LeeHoKyu,Entertainment,100,5,Free,???????
BOB.GAME.ONESHOTEN,Casual,50000,3.2,Free,Mi Studio
BSH.SmartHouseSystem,Entertainment,1000,3.3,Free,BSH-Systems
BTS15.S,Game,10000,3.6,Free,Phonpatchara Chochai
